1
TRT
SGRY
AAP
FOE
WVVIP
LBTYB
BJ
SLQT
GIL
BBBY
ACU
TK
AMRX
HAYW
LAMR
LBTYA
ASO
LBTYK
VRS
EL
FELE
LTC
ANSS
IAA
RM
APP
TACO
TMHC
KMX
WWE
ZTS
ADNT
COST
AMK
ON
CRSR
APTV
AVID
RH
JBHT
NATI
AMKR
BITF
IDXX
TDY
BLDR
CNXC
FSM
HAIN
WDFC
CSWI
CBRL
TRP
KAMN
CANO
BVS
ENBL
TCX
FLOW
APR
USFD
SPR
PAE
CSTM
COO
TMO
ICL
BCO
MDU
SRT
ACH
CPRT
SHLS
BKR
SWIM
AVTR
XLNX
SHYF
CMAX
SPLP
PUK
ITRI
LILA
DCO
LILAK
TSCO
MANU
APWC
DHR
UHAL
MMMB
PAYA
DAL
HNGR
AVO
SBUX
BBCP
AVGOP
HAE
SOVO
OMI
JWN
SNPS
CMP
PRAA
BG
FREE
LPG
HNRG
GPOR
PERI
SPG
INTU
TIGO
MGPI
TSEM
PBA
AMR
LNTH
SIG
UCTT
PSXP
CURV
OKE
SCHN
AVNT
WMS
UGIC
AGRO
RFIL
ANIP
CFX
ABT
PLAB
MRC
AKA
FA
AMEH
ENB
CASY
CNM
FRO
TIXT
ZIP
LMAT
DIOD
ZIM
AROC
CYH
AZRE
FSV
PAYC
LAUR
ICHR
SMLR
DIT
DLTH
ALGT
VOD
AMBP
EOG
OPRT
ADUS
SQM
MYRG
QGEN
SKX
UTL
CROX
INNV
ELMD
FTS
VALU
FCX
GNRC
LE
HQI
IFF
WCC
BRID
LITE
SKT
CWCO
TASK
MG
SKYW
JKS
ODFL
ENTG
PSX
ARMK
CAE
UNFI
DK
VRRM
WEN
MATX
COP
BOSC
IART
VLGEA
PAY
XPO
FE
CNMD
FN
ATSG
SLCA
LGND
IRM
CRL
CABO
ROLL
REPX
UIS
BECN
FXLV
BKH
ALJJ
PRVA
VMC
BBU
TRNS
SHC
LPRO
SUNL
CIR
TS
TECH
TALO
EXLS
CLMT
KSU
STM
AQUA
CNVY
FDX
AKAM
PTLO
KPLT
ALX
HSC
BRKR
USX
JD
ATCO
ODC
VSCO
RRR
WSC
CHDN
HQY
ALOT
EXC
ED
PZZA
TNP
PNW
AUDC
ASML
SWX
SR
FOCS
ACI
ECOL
APD
WVVI
MLM
LCUT
KEYS
WY
GLW
XPEL
PSA
HGSH
SUMR
HIL
KWR
ALB
CMS
EZGO
GOOGL
ZI
BWMN
ARTNA
REVG
ADM
HY
GOOG
ZYXI
EURN
WCN
EIX
QRVO
GASS
TAL
GWGH
CHRA
WPP
CNDT
GCO
CRESY
UPS
ROAD
QMCO
OTTR
AGFS
CMRE
BV
BALY
SKY
AVA
CCRN
PTSI
VSTO
DQ
GENI
CNQ
BYD
HE
CLVT
MPC
AEM
LBRT
DDS
UFI
TROX
MMAT
LFST
GTLS
DRI
VRTV
IRWD
BLMN
DLA
ILMN
AKU
ARCO
WMB
MX
FLWS
FOXF
CVLG
VIAV
NATR
DTE
WEC
XPER
ELA
OGE
JOB
CODI
STEM
CTVA
TREC
BBIG
ZEUS
SUM
SPNS
EVI
SEB
ES
IDA
DE
XPEV
TRMD
BSET
PMTS
ATO
COUP
CMBM
BXC
STVN
LOTZ
CPK
SMID
OHI
EGLX
AEE
ELF
SIGIP
MTN
FUBO
HOV
ASTR
SD
HALO
FRTA
NAPA
MGEE
XPOF
CNHI
POR
EWCZ
CF
TWKS
ORA
AMT
LIDR
ASTC
BPYPN
UBP
PRMW
BSFC
MRVL
VREX
BPYPP
SHPW
OSG
BPYPO
ALK
SAIA
SMTC
AADI
ADVM
SLG
LNG
DUK
CLR
RGCO
ATCOL
RYAAY
IBEX
AWR
PETZ
FORM
SCPS
AEP
OZON
SITE
UBA
FOR
BRX
D
CIDM
LUV
CGNT
FANG
RCM
OSW
ALGM
MEC
SGMA
AGFY
WST
MRVI
EVRG
MOS
TPIC
ALEX
ISUN
TXRH
MGLN
BFAM
SRE
XOM
TTGT
SSP
FLUX
DV
KTCC
GME
ATCX
ELY
UVE
TMUS
SO
ETR
LIN
WOOF
ZEV
NBIX
MTRN
ATNI
SCKT
MIC
DSP
VVNT
MGP
YORW
MTL
LNN
AVAV
AUY
CNX
AVCT
SJI
VAC
GES
VLCN
GRCL
ACST
BLIN
ROIV
ADT
XOS
CONN
VRT
GLT
CNP
GLOB
HYRE
DCUE
CLH
PHUN
SGFY
MSP
SMED
SU
FCPT
CDR
YELL
AWK
TITN
VLON
RYAM
DAVA
CNK
OPCH
XEL
AMD
SBAC
INOV
CDAY
SQNS
LNT
CALM
COTY
ELS
OWLT
ENPH
SVRA
ISDR
WFCF
MARK
LVO
JILL
SITC
ORPH
BIO
SBEV
SVC
ALE
PULM
ALL
ERII
ASYS
LPTH
MCRI
KRT
SRAX
SB
BAM
AGR
CEI
TWIN
EYE
CTLT
CLBS
TDC
OCDX
SVFD
CNR
CRK
CWT
OBAS
CEQP
PETQ
ESGC
RWLK
VS
AIZ
CRXT
ALCO
IR
UHT
SFUN
TRGP
PRU
FOSL
ITRM
YVR
ENSG
BIP
PNM
PXD
TRKA
SABR
WU
OSMT
UGRO
RXT
COMS
MPW
PENN
MMSI
TC
CREG
DFH
MITK
TTSH
WRB
VNO
ATIP
CNSL
EOLS
APLE
SATS
ALF
OPRA
LIVN
DGICA
DGICB
SJW
FAF
EQT
IQ
WPC
BURL
CWEN
SSRM
FUN
STG
RELI
CVX
VTSI
GROM
LSCC
ARDS
MAC
SYNA
TOPS
COR
KMPR
VEEE
RSLS
GILT
WYNN
CAPL
HHR
FND
SEDG
MNRL
UXIN
XELB
ROIC
FSP
PLX
RVP
MNTK
RPT
USAK
CWST
GAME
PFGC
EXPE
USAP
SIGI
KEQU
INSW
RDNT
JVA
DGII
CAMP
FRT
YTRA
ARBE
LKCO
EAST
CHX
AMRC
IIVI
OPI
IIN
ELAN
CCJ
GO
BTTR
AAT
FSLR
UTZ
SLAB
GPP
DVN
PRPL
CUK
TDS
AMZN
CCO
REG
ZIVO
LXP
AQN
TUP
ANGN
BDN
BA
DBRG
ESS
ABCL
CMCT
RYN
PTPI
CCL
ARKOW
JAN
BNL
DNUT
LSI
CCI
EQR
ASLEW
DBD
BRKS
AFL
ARQQ
WTRG
GSHD
GL
EGAN
GOGL
MNR
SOTK
BEPC
SYNL
VVI
AIG
DCP
MLCO
GOED
HPQ
L
WELL
CUBE
F
KEP
STNG
MSEX
DTC
SAVE
RLJ
VIRC
DSKE
GNL
UA
HFFG
EQIX
BROG
XOMA
ARAY
HTHT
WLDN
FR
OMCL
CB
AXS
FPI
RCRT
SBLK
XOMAP
BEP
PGRE
CNTY
HZNP
XOMAO
DOC
SURG
FRGI
SABRP
LPL
BRQS
O
RHE
KRG
PME
FLL
BP
SWCH
UAA
CVA
AIRTP
CCLP
MLAB
ZNH
SKIN
AGS
KRC
COLD
USM
AGTI
CAAS
MAA
SHO
RAD
PW
ARKO
DEI
EQX
EVOP
ARKR
PLAY
RIG
AZEK
EGP
DRVN
CRY
EVA
SNCY
RCL
CMT
BRSP
IIVIP
UAL
DAR
INFU
AIRT
CPT
CTO
JBLU
LNDC
GNSS
CI
JYNT
HTA
GWRS
SHIP
IRT
PARR
POLY
APPF
INSE
ASC
CVET
ASLE
CLAR
TGB
HPP
ACEL
RGEN
SEAS
VWE
PESI
KTOS
MGM
X
AVNW
ENV
FLNG
AOSL
AMH
MNTX
BRP
VNET
LUNA
COOP
SMSI
MSC
ASTE
OMEX
VITL
REV
ANDE
HR
INN
AFIN
GMRE
FTAI
MCS
VLRS
GLNG
CHCT
IONS
DLR
MAYS
FLR
PEI
CRM
INVH
TRQ
PLD
ESEA
UPLD
TAST
WEI
SUI
VCTR
EDRY
TZOO
RMNI
LAND
STAG
CVU
LANDO
LANDM
WIT
CXP
HBIO
MDXG
ESTE
ARE
KEN
MUR
VIST
CEA
EXTR
GOCO
GDEN
QK
GNK
OMQS
NAT
METC
GDS
COHU
BKD
JXN
TWTR
HIMX
AAL
IPI
AFINO
QADB
BNSO
IRDM
GVA
HHC
AFINP
PNRG
MIME
HBP
CTRM
VTEX
SHEN
PINE
FARM
EGLE
CDOR
STKS
SAIL
CTHR
TAC
PGNY
EDR
PFSW
PING
GTIM
CZR
CSR
LVOX
VIPS
UAN
TTCF
AKR
GPL
MTLS
CHCI
ACOR
CXDO
PODD
LSXMA
BVN
MFIN
LSXMK
H
FC
LSXMB
CWK
AYX
DSX
SKYT
SSSS
MLP
LINC
BFI
CAI
OWL
SIRI
HTIA
INCY
AWX
INTZ
SCX
HT
LTH
ALTR
STKL
GBLI
ZENV
MP
FRPH
LWAY
PBF
UNH
EPAY
MELI
AMPH
GRWG
DXYN
BLFS
TSLA
RPAY
ALC
LOV
EVR
TSCBP
EWBC
TSCAP
CMCM
SFST
SASR
AROW
SACH
SAN
RY
SI
FCBC
SFBS
SBCF
SBFG
SIEB
SHBI
FBIZ
SBSI
SBT
FBP
SAL
SBNYP
SC
FBMS
BEKE
SFBC
TD
FBK
SBNY
BSMX
TCBIO
TFSL
GBNY
IMH
FCNCP
FCNCA
FCF
GBCI
IO
STWD
TCFC
FCCO
ASRT
EVBN
GDOT
ESBK
FBC
BBAR
GOL
STXB
TGH
TBNK
FGBIP
FDBC
SMMF
ESXB
FGBI
BHLB
TBBK
STT
FITBP
EQBK
BGCP
FSFG
SMFG
FITBO
SMBC
EM
FFNW
FFIC
MLVF
MGYR
SNEX
STL
FITBI
GFED
GCBC
FSEA
FSBW
FITB
FHN
AMTB
FMBH
FUSB
FLIC
FUNC
GNTY
TCBI
TCBC
RWT
FMAO
SPFI
STBA
SYBT
MBINP
IFS
BANR
MBWM
BAP
BSBR
MCBC
JOBS
FRME
BFST
LYG
LMST
GGAL
BRBS
FRBA
ING
SUPV
BFC
FMNB
SSBI
SSB
MBIN
MBINN
MBINO
AX
MBCN
STAF
FRC
FFBW
LOB
LSBK
AFBI
INDB
SRL
RBCAA
LKFN
RBNC
RBKB
FNWD
RC
BSVN
INBK
FNLC
BAC
FNWB
FOA
BMO
KDP
KEY
BUSE
BSBK
SIM
HAFC
BPOP
KKR
BLX
BMA
BKU
MNSB
TSC
KB
AMAL
HBT
TOWN
HBCP
BK
MCFE
WTBA
MAR
UBS
VABK
WTFC
HBAN
BBDO
UBCP
WTFCM
HBANM
BSAC
WTFCP
ISBC
JPM
WVFC
ISTR
FATBB
ITCB
AMBC
BBD
FAT
IBA
AMTBB
UCBI
UCBIO
RNST
AJX
EBTC
BLFY
ITUB
EBSB
LDI
VLYPP
AUB
VLYPO
TEAM
COWN
RMBI
AUBAP
GS
RNDB
LCNB
EFSC
CIB
GSBC
RIVE
BCS
FATBP
TMP
CNOBP
LADR
CHMG
LARK
RELX
LBC
UNTY
LBAI
WSBC
CNOB
COLB
COF
VLY
BRKL
CFG
CNF
RJF
BCH
CNBKA
BWB
RF
CFFN
ATLO
BCBP
ID
CFBK
COFS
CMA
EBMT
CM
VBFC
VBTX
CLBK
MDIA
BCML
CIZN
VEL
CIT
BNS
UMBF
WSFS
CATY
CBAN
ACR
CARE
CBFV
CBNK
WAFD
CBSH
MVBF
CPSS
MNSBP
ACNB
BMTC
BCOW
CYD
CFB
BIDU
WMPN
ICBK
CARV
IBOC
WNEB
NBN
UNB
UMPQ
MRBK
IBTX
PWSC
IBCP
QCRH
MS
WSBCP
NBHC
MSBI
WSBF
PTRS
ABCB
PWOD
MTB
NBTB
MYFW
CACC
ASRV
BY
ESGRO
ESGRP
PIPR
BYFC
CBTX
MOFG
CALB
WASH
MOGO
CBU
CCBG
CAC
WBK
PNBK
PNC
PKBK
WBS
PBBK
PBCT
PBCTP
PFBC
C
BWBBP
OPOF
PFS
OPFI
PGC
BWFG
OFG
CATC
CS
HTLF
HTH
WFC
OCFCP
HMST
CUBI
HTLFP
ACRE
PNFPP
DFS
HWBK
CVLY
OCFC
ATAX
CTBI
HWC
NAVI
PNFP
HVBC
DB
ORRF
PFIS
HTBI
CSTR
DCOM
PROV
DCOMP
OBNK
GDDY
PRK
HIFS
HSBC
EBC
HLI
OBT
ASB
HFBL
CZWI
HOPE
ROP
OZK
ALTG
VRSK
HONE
CWBC
ZBRA
CZNC
RNR
YNDX
ULCC
FIVN
EGO
DBI
FRG
OXY
FRGAP
LMNR
CERT
EDAP
BLKB
BBQ
ITP
LASR
YPF
CANG
DRTT
AVNS
VSAT
CSU
LBRDK
LBRDA
SONO
SXTC
FIS
DELL
ROKU
GDRX
CYAN
ZIXI
VIAO
TWI
RDIB
MAT
ELLO
TATT
LOVE
RBBN
ANGI
ZG
BILL
Z
FPAY
ATY
UMC
GFL
KFS
PRTS
CSPI
SITM
LIND
LBRDP
FOUR
RDI
TXG
SQSP
ASM
HUBS
GVP
TMCI
HLIT
EXPI
ETWO
PANW
AIRG
BRT
PXSAP
ELTK
ERJ
TRC
AUVIP
DCBO
RDFN
IMXI
DNMR
TGA
CSTL
VCEL
LTRPB
PLL
STRS
BYND
OSS
CHNG
LTRX
POWWP
AMC
MEDS
CHS
IAC
UPWK
MEG
FVRR
LTRPA
RNG
BOMN
LZ
ADTN
SGOC
FTHM
RRGB
TLRY
BATL
BMRN
RADI
PAR
ATRS
HES
ANGO
HYLN
AUVI
CLNE
MTSI
RUN
ORGO
AAOI
CD
PHR
VALN
MAXR
VERX
BKTI
IVC
CALX
MASS
BNTX
DTST
DOCN
ORN
HYFM
ICCC
GSM
CDNA
ARWR
STCN
CENX
OKTA
SANW
INVE
POWW
KIDS
IKNX
VCYT
AG
VTNR
CPSH
KOS
XL
CVE
ELYS
AP
STON
GRIN
BSY
BTU
OTLY
AINC
LXU
AVLR
PLBY
HZN
DESP
CYXT
LYV
CVNA
ALPP
SSNT
UAVS
VFF
BLI
RMBS
MCG
FWONK
WTT
ABSI
URG
STXS
PFMT
FWONA
MDB
FLYW
LMPX
WHLM
ATRC
SPWR
STER
KRTX
CPLG
QRHC
AMPG
ONTF
SSYS
MTBCP
PWFL
PXS
GBR
AVDL
KNDI
VOXX
EXK
EXAS
GSAT
ARVN
OR
DJCO
MSGS
GEG
OGI
GP
WDAY
BEEM
OPEN
AEHR
SE
FSLY
PYR
GPRE
RETO
PFIN
TDOC
VNCE
HROW
FORD
MODN
PPIH
WAVE
CUTR
SWAV
SKLZ
ZEN
WLMS
LAZR
DKNG
DNN
LAC
BATRA
AXNX
DYNT
FATE
BATRK
AIH
EVER
PLUG
HMY
CRON
MOR
NBR
ARCT
BIGC
RNA
TWO
ACCD
VXRT
QTRX
TISI
DT
MBI
DDD
BPMC
CDZIP
IRTC
MDRX
OSH
AMRN
ITMR
GRUB
BB
FBRT
QIPT
CNNE
AIRI
SIBN
RYB
TMST
MORF
BCAB
ABNB
SIF
VVPR
BE
RNLX
ALKT
ALKS
IFMK
PI
DXLG
CVV
APA
TOMZ
MTBC
ICD
CVEO
AXGN
GEVO
CLPT
ATEC
AEI
CCXI
MSGE
HITI
EQH
CCM
BWEN
MITT
CDZI
FCEL
HUIZ
BNFT
ASPN
EVCM
FCUV
BYRN
RRC
ALTO
VAL
VQS
PRO
SDPI
DOCU
OCC
VRM
BOX
COLL
KULR
BGI
USAS
HCAT
MDWT
HDSN
ASPU
SHCR
FUV
UUUU
MINM
OCGN
VOLT
TWST
KFFB
OSTK
TMDX
APPH
BGNE
PSHG
IHT
SLNG
CNTG
WE
AMTX
ICAD
APLS
BLNK
HCM
CTLP
BIMI
IZEA
EMAN
ADES
KVHI
PRFX
RCKT
STRRP
CYTK
XONE
BRCN
UAMY
DMTK
RXRX
VMAR
SLHG
DM
REKR
STRO
SMRT
TRIL
KURA
ASTL
SYPR
ENG
PLG
TDW
EBON
MNDT
OIS
KLR
ACIU
OM
KBNT
RETA
TVTX
CPNG
VLTA
AYRO
ZUO
SPCE
JAKK
SUNW
VERU
OLB
CRIS
BTRS
RAMP
AQB
PTCT
USEG
LUB
CBAT
SMTI
PRCH
RMO
TUFN
SRPT
IMNM
WFRD
BNGO
SMHI
HEXO
IBIO
INAB
LEU
CTSO
SRRK
DLPN
REAL
TDUP
CETXP
AGL
LI
RSSS
LODE
EOSE
APYX
BBIO
STRR
GANX
CLDX
RANI
BWAY
AKYA
CHPT
CLNN
TGTX
OPAD
CGC
ALT
BEST
IVA
PROF
SSKN
ALYA
VKTX
SREV
EB
MRM
IGC
BRAG
NAKD
INFN
INBX
MNTV
ADAG
BOXL
RDVT
GLBS
VNE
GBNH
MRSN
SSY
IMBI
MVST
DMRC
FBIOP
CJJD
SOPH
USWS
FVE
BCRX
AFI
XENE
ANAB
PLXP
LOOP
CETX
INCR
BARK
HMHC
MVIS
AHPI
AXSM
WPRT
DATS
NC
CRDF
ASUR
IPHA
PHAT
AFMD
INVO
CLGN
OPK
INST
UEPS
MMYT
VIRX
WKSP
HIMS
SNDL
ITRG
BHTG
ARTW
DRRX
CERS
CGRN
IMGN
NBTX
MUX
EH
AZYO
ENSV
VBIV
MICT
GNLN
OMGA
FET
PHX
SNDX
XTNT
POLA
ONDS
RUBY
YY
ADCT
MTTR
DCPH
RERE
MTNB
BTN
HYMC
PSTX
ACB
RVNC
TELA
NBEV
FLGC
UTRS
ABVC
AEY
KC
ALIM
FHTX
QH
ENZ
ALDX
XSPA
XXII
CPHI
QLGN
OMIC
TRX
AIHS
GRNQ
IBRX
LGVN
AMRS
EVLV
AWH
GAIA
CEMI
EAR
BDSX
BHVN
EQ
IPA
DNAY
QURE
PRCT
HOOK
SPRB
UBER
OCUL
PAVM
CTEK
LNSR
VRAY
YCBD
ISIG
VJET
VRDN
MOSY
SNSE
BBLG
IMCR
GRVI
PALT
INUV
HYMCW
RKLY
LXRX
RBOT
AEYE
OUST
SERA
SRNE
AMBO
IRIX
DSS
SMIT
XCUR
SDC
APEN
SFE
HGEN
MYOV
MNKD
STIM
VRME
TBLT
MCRB
MRAM
XRTX
ALPN
LEDS
LCTX
DPRO
RAIL
GOVX
CAPR
SGTX
CASI
MBII
CSLT
KDMN
PRQR
YMTX
SINT
VVOS
LOGC
BW
CLIR
SCPH
SLS
ETON
AUID
DWSN
CLOV
QTNT
SENS
VNRX
MCF
MOVE
AFIB
MTEM
MESO
TRVN
CMPX
RCON
ENJY
STRM
BSQR
CYTH
CGA
HSTO
RIBT
SEAC
BRN
OCX
ESPR
LYFT
STSA
AGEN
GNFT
ATNX
IMV
AXDX
REED
MBIO
WBX
TELL
EPIX
FBIO
SELB
AESE
EIGR
IMTE
PPSI
AUGX
CBAY
MYO
DUOT
AEMD
CPG
GIFI
CWBR
CREX
CHK
PGEN
SIEN
DPW
DBGI
KALA
OTLK
WKEY
IMAC
AREC
AGRX
OEG
HRTX
BIOL
XFOR
UK
SYTA
TTOO
LFC
THMO
QUIK
EYEN
FLXN
TBPH
PHCF
KERN
RMBL
VSTM
MREO
SCYX
CTIC
AQMS
ZEAL
BIOC
ZSAN
BDR
SONM
PLAG
JAGX
LQDA
PTRA
AQST
DGLY
CRTD
RKDA
HTGM
AUTO
SEEL
ZEST
ASXC
GNCA
ARDX
XLO
TRVI
UTME
ORTX
AKBA
LIFE
KMPH
FEMY
DCTH
WLL
BPTS
DBVT
OSAT
ACRX
ADMS
